-180,0
-179,-0.01745
-178,-0.0349
-177,-0.05234
-176,-0.06976
-175,-0.08716
-174,-0.10453
-173,-0.12187
-172,-0.13917
-171,-0.15643
-170,-0.17365
-169,-0.19081
-168,-0.20791
-167,-0.22495
-166,-0.24192
-165,-0.25882
-164,-0.27564
-163,-0.29237
-162,-0.30902
-161,-0.32557
-160,-0.34202
-159,-0.35837
-158,-0.37461
-157,-0.39073
-156,-0.40674
-155,-0.42262
-154,-0.43837
-153,-0.45399
-152,-0.46947
-151,-0.48481
-150,-0.5
-149,-0.51504
-148,-0.52992
-147,-0.54464
-146,-0.55919
-145,-0.57358
-144,-0.58779
-143,-0.60182
-142,-0.61566
-141,-0.62932
-140,-0.64279
-139,-0.65606
-138,-0.66913
-137,-0.682
-136,-0.69466
-135,-0.70711
-134,-0.71934
-133,-0.73135
-132,-0.74314
-131,-0.75471
-130,-0.76604
-129,-0.77715
-128,-0.78801
-127,-0.79864
-126,-0.80902
-125,-0.81915
-124,-0.82904
-123,-0.83867
-122,-0.84805
-121,-0.85717
-120,-0.86603
-119,-0.87462
-118,-0.88295
-117,-0.89101
-116,-0.89879
-115,-0.90631
-114,-0.91355
-113,-0.9205
-112,-0.92718
-111,-0.93358
-110,-0.93969
-109,-0.94552
-108,-0.95106
-107,-0.9563
-106,-0.96126
-105,-0.96593
-104,-0.9703
-103,-0.97437
-102,-0.97815
-101,-0.98163
-100,-0.98481
-99,-0.98769
-98,-0.99027
-97,-0.99255
-96,-0.99452
-95,-0.99619
-94,-0.99756
-93,-0.99863
-92,-0.99939
-91,-0.99985
-90,-1
-89,-0.99985
-88,-0.99939
-87,-0.99863
-86,-0.99756
-85,-0.99619
-84,-0.99452
-83,-0.99255
-82,-0.99027
-81,-0.98769
-80,-0.98481
-79,-0.98163
-78,-0.97815
-77,-0.97437
-76,-0.9703
-75,-0.96593
-74,-0.96126
-73,-0.9563
-72,-0.95106
-71,-0.94552
-70,-0.93969
-69,-0.93358
-68,-0.92718
-67,-0.9205
-66,-0.91355
-65,-0.90631
-64,-0.89879
-63,-0.89101
-62,-0.88295
-61,-0.87462
-60,-0.86603
-59,-0.85717
-58,-0.84805
-57,-0.83867
-56,-0.82904
-55,-0.81915
-54,-0.80902
-53,-0.79864
-52,-0.78801
-51,-0.77715
-50,-0.76604
-49,-0.75471
-48,-0.74314
-47,-0.73135
-46,-0.71934
-45,-0.70711
-44,-0.69466
-43,-0.682
-42,-0.66913
-41,-0.65606
-40,-0.64279
-39,-0.62932
-38,-0.61566
-37,-0.60182
-36,-0.58779
-35,-0.57358
-34,-0.55919
-33,-0.54464
-32,-0.52992
-31,-0.51504
-30,-0.5
-29,-0.48481
-28,-0.46947
-27,-0.45399
-26,-0.43837
-25,-0.42262
-24,-0.40674
-23,-0.39073
-22,-0.37461
-21,-0.35837
-20,-0.34202
-19,-0.32557
-18,-0.30902
-17,-0.29237
-16,-0.27564
-15,-0.25882
-14,-0.24192
-13,-0.22495
-12,-0.20791
-11,-0.19081
-10,-0.17365
-9,-0.15643
-8,-0.13917
-7,-0.12187
-6,-0.10453
-5,-0.08716
-4,-0.06976
-3,-0.05234
-2,-0.0349
-1,-0.01745
0,0
1,0.01745
2,0.0349
3,0.05234
4,0.06976
5,0.08716
6,0.10453
7,0.12187
8,0.13917
9,0.15643
10,0.17365
11,0.19081
12,0.20791
13,0.22495
14,0.24192
15,0.25882
16,0.27564
17,0.29237
18,0.30902
19,0.32557
20,0.34202
21,0.35837
22,0.37461
23,0.39073
24,0.40674
25,0.42262
26,0.43837
27,0.45399
28,0.46947
29,0.48481
30,0.5
31,0.51504
32,0.52992
33,0.54464
34,0.55919
35,0.57358
36,0.58779
37,0.60182
38,0.61566
39,0.62932
40,0.64279
41,0.65606
42,0.66913
43,0.682
44,0.69466
45,0.70711
46,0.71934
47,0.73135
48,0.74314
49,0.75471
50,0.76604
51,0.77715
52,0.78801
53,0.79864
54,0.80902
55,0.81915
56,0.82904
57,0.83867
58,0.84805
59,0.85717
60,0.86603
61,0.87462
62,0.88295
63,0.89101
64,0.89879
65,0.90631
66,0.91355
67,0.9205
68,0.92718
69,0.93358
70,0.93969
71,0.94552
72,0.95106
73,0.9563
74,0.96126
75,0.96593
76,0.9703
77,0.97437
78,0.97815
79,0.98163
80,0.98481
81,0.98769
82,0.99027
83,0.99255
84,0.99452
85,0.99619
86,0.99756
87,0.99863
88,0.99939
89,0.99985
90,1
91,0.99985
92,0.99939
93,0.99863
94,0.99756
95,0.99619
96,0.99452
97,0.99255
98,0.99027
99,0.98769
100,0.98481
101,0.98163
102,0.97815
103,0.97437
104,0.9703
105,0.96593
106,0.96126
107,0.9563
108,0.95106
109,0.94552
110,0.93969
111,0.93358
112,0.92718
113,0.9205
114,0.91355
115,0.90631
116,0.89879
117,0.89101
118,0.88295
119,0.87462
120,0.86603
121,0.85717
122,0.84805
123,0.83867
124,0.82904
125,0.81915
126,0.80902
127,0.79864
128,0.78801
129,0.77715
130,0.76604
131,0.75471
132,0.74314
133,0.73135
134,0.71934
135,0.70711
136,0.69466
137,0.682
138,0.66913
139,0.65606
140,0.64279
141,0.62932
142,0.61566
143,0.60182
144,0.58779
145,0.57358
146,0.55919
147,0.54464
148,0.52992
149,0.51504
150,0.5
151,0.48481
152,0.46947
153,0.45399
154,0.43837
155,0.42262
156,0.40674
157,0.39073
158,0.37461
159,0.35837
160,0.34202
161,0.32557
162,0.30902
163,0.29237
164,0.27564
165,0.25882
166,0.24192
167,0.22495
168,0.20791
169,0.19081
170,0.17365
171,0.15643
172,0.13917
173,0.12187
174,0.10453
175,0.08716
176,0.06976
177,0.05234
178,0.0349
179,0.01745
180,0
